lon,lat,d,st
-73.9507,40.8509,4,NY
-73.8626,40.5654,4,NY
-73.6726,40.8215,2,NY
-74.0418,40.7297,4,NY
-73.6871,40.6082,2,NY
-73.8406,40.8799,4,NY
-73.9699,40.6004,3,NY
-73.6247,40.7406,4,NY
-74.0049,40.8141,4,NY
-73.7896,40.5648,4,NY
-73.7261,40.8594,4,NY
-74.0361,40.6743,4,NY
-73.6418,40.6520,4,NY
-73.9132,40.8708,0,NY
-73.9080,40.5699,0,NY
-73.6432,40.7949,0,NY
-74.0397,40.7645,0,NY
-73.7197,40.5836,1,NY
-73.7945,40.8814,0,NY
-74.0052,40.6230,0,NY
-73.6188,40.7058,1,NY
-73.9782,40.8428,4,NY
-73.8350,40.5573,4,NY
-73.6859,40.8417,4,NY
-74.0500,40.7081,4,NY
-73.6617,40.6200,4,NY
-73.8699,40.8842,4,NY
-73.9520,40.5823,4,NY
-73.6217,40.7632,2,NY
-74.0273,40.7989,4,NY
-73.7596,40.5646,4,NY
-73.7481,40.8750,4,NY
-74.0337,40.6516,4,NY
-73.6233,40.6701,4,NY
-73.9430,40.8669,4,NY
-73.8826,40.5575,0,NY
-73.6510,40.8171,0,NY
-74.0538,40.7442,1,NY
-73.6911,40.5914,0,NY
-73.8226,40.8902,0,NY
-73.9923,40.6021,1,NY
-73.6097,40.7279,0,NY
-74.0046,40.8311,0,NY
-73.8051,40.5524,0,NY
-73.7036,40.8606,0,NY
-74.0538,40.6850,0,NY
-73.6383,40.6351,0,NY
-73.9007,40.8850,0,NY
-73.9300,40.5659,1,NY
-73.6234,40.7866,0,NY
-74.0469,40.7808,0,NY
-73.7289,40.5679,0,NY
-73.7737,40.8882,0,NY
-74.0266,40.6287,0,NY
-73.6081,40.6907,0,NY
-73.9725,40.8595,0,NY
-73.8541,40.5479,0,NY
-73.6635,40.8388,0,NY
-74.0639,40.7217,0,NY
-73.6636,40.6028,0,NY
-73.8531,40.8959,0,NY
-73.9748,40.5823,0,NY
-73.6050,40.7515,1,NY
-74.0292,40.8161,0,NY
-73.7736,40.5509,0,NY
-73.7256,40.8779,0,NY
-74.0529,40.6610,4,NY
-73.6175,40.6533,4,NY
-73.9322,40.8822,4,NY
-73.9042,40.5518,4,NY
-73.6299,40.8102,4,NY
-74.0631,40.7600,4,NY
-73.6984,40.5749,4,NY
-73.8026,40.8986,4,NY
-74.0146,40.6061,4,NY
-73.5969,40.7135,4,NY
-74.0012,40.8484,2,NY
-73.8230,40.5415,4,NY
-73.6806,40.8594,4,NY
-74.0696,40.6976,4,NY
-73.6379,40.6177,4,NY
-73.8854,40.8981,4,NY
-73.9529,40.5641,4,NY
-73.6049,40.7761,4,NY
-74.0511,40.7980,4,NY
-73.7411,40.5530,4,NY
-73.7514,40.8929,4,NY
-74.0472,40.6366,4,NY
-73.6001,40.6742,4,NY
-73.9638,40.8757,2,NY
-73.8750,40.5404,2,NY
-73.6413,40.8335,4,NY
-74.0755,40.7369,4,NY
-73.6686,40.5857,4,NY
-73.8341,40.9060,4,NY
-73.9978,40.5846,2,NY
-73.5901,40.7380,4,NY
-74.0280,40.8338,2,NY
-73.7901,40.5385,4,NY
-73.7023,40.8785,2,NY
-74.0706,40.6725,4,NY
-73.6147,40.6357,2,NY
-73.9186,40.8966,4,NY
-73.9270,40.5482,4,NY
-73.6098,40.8011,2,NY
-74.0698,40.7770,4,NY
-73.7086,40.5590,4,NY
-73.7808,40.9052,4,NY
-74.0365,40.6125,4,NY
-73.5865,40.6975,4,NY
-73.9946,40.8655,4,NY
-73.8431,40.5322,4,NY
-73.6576,40.8559,2,NY
-74.0835,40.7120,2,NY
-73.6406,40.5999,4,NY
-73.8676,40.9098,4,NY
-73.9765,40.5646,2,NY
-73.5880,40.7636,4,NY
-74.0525,40.8159,4,NY
-73.7561,40.5392,4,NY
-73.7280,40.8954,4,NY
-74.0667,40.6468,0,NY
-73.5947,40.6567,1,NY
-73.9521,40.8913,0,NY
-73.8976,40.5349,0,NY
-73.6198,40.8260,0,NY
-74.0847,40.7535,0,NY
-73.6767,40.5687,0,NY
-73.8130,40.9143,0,NY
-74.0208,40.5892,0,NY
-73.5773,40.7227,0,NY
-74.0239,40.8516,0,NY
-73.8091,40.5275,0,NY
-73.6785,40.8769,0,NY
-74.0867,40.6859,0,NY
-73.6148,40.6176,1,NY
-73.9023,40.9099,0,NY
-73.9509,40.5467,2,NY
-73.5909,40.7900,0,NY
-74.0738,40.7949,1,NY
-73.7217,40.5437,0,NY
-73.7575,40.9097,1,NY
-74.0576,40.6211,2,NY
-73.5785,40.6803,1,NY
-73.9851,40.8822,1,NY
-73.8651,40.5248,0,NY
-73.6347,40.8502,4,NY
-74.0952,40.7280,4,NY
-73.6462,40.5822,4,NY
-73.8475,40.9200,4,NY
-74.0004,40.5674,4,NY
-73.5728,40.7494,4,NY
-74.0509,40.8342,4,NY
-73.7736,40.5265,4,NY
-73.7038,40.8958,4,NY
-74.0849,40.6589,4,NY
-73.5922,40.6385,2,NY
-73.9377,40.9061,4,NY
-73.9215,40.5314,4,NY
-73.5990,40.8164,4,NY
-74.0913,40.7713,4,NY
-73.6876,40.5522,4,NY
-73.7902,40.9209,4,NY
-74.0435,40.5961,4,NY
-73.5667,40.7061,4,NY
-74.0168,40.8693,4,NY
-73.8301,40.5181,4,NY
-73.6546,40.8730,4,NY
-74.1009,40.7010,4,NY
-73.6179,40.5992,4,NY
-73.8837,40.9219,4,NY
-73.9754,40.5474,4,NY
-73.5735,40.7769,4,NY
-74.0749,40.8135,4,NY
-73.7375,40.5294,4,NY
-73.7331,40.9121,4,NY
-74.0778,40.6318,4,NY
-73.5732,40.6621,4,NY
-73.9727,40.8984,4,NY
-73.8886,40.5192,4,NY
-73.6124,40.8422,4,NY
-74.1046,40.7453,2,NY
-73.6548,40.5646,2,NY
-73.8255,40.9286,4,NY
-74.0243,40.5723,4,NY
-73.5597,40.7335,4,NY
-74.0464,40.8526,4,NY
-73.7934,40.5152,4,NY
-73.6791,40.8940,4,NY
-74.1015,40.6730,4,NY
-73.5925,40.6196,2,NY
-73.9206,40.9199,4,NY
-73.9463,40.5300,4,NY
-73.5795,40.8047,4,NY
-74.0953,40.7899,4,NY
-73.7014,40.5364,4,NY
-73.7660,40.9255,0,NY
-74.0654,40.6052,2,NY
-73.5586,40.6881,1,NY
-74.0068,40.8867,1,NY
-73.8531,40.5104,1,NY
-73.6308,40.8669,1,NY
-74.1130,40.7176,1,NY
-73.6238,40.5807,1,NY
-73.8627,40.9325,2,NY
-74.0003,40.5504,0,NY
-73.5578,40.7620,2,NY
-74.0732,40.8325,1,NY
-73.7557,40.5163,1,NY
-73.7079,40.9125,1,NY
-74.0967,40.6445,1,NY
-73.5706,40.6431,0,NY
-73.9577,40.9137,0,NY
-73.9135,40.5156,0,NY
-73.5908,40.8321,0,NY
-74.1114,40.7638,0,NY
-73.6662,40.5474,0,NY
-73.8018,40.9354,2,NY
-74.0478,40.5795,0,NY
-73.5487,40.7161,2,NY
-74.0390,40.8711,1,NY
-73.8154,40.5054,2,NY
-73.6542,40.8899,4,NY
-74.1162,40.6887,4,NY
-73.5956,40.6004,4,NY
-73.9012,40.9324,4,NY
-73.9718,40.5308,4,NY
-73.5613,40.7910,4,NY
-74.0965,40.8093,4,NY
-73.7178,40.5215,4,NY
-73.7406,40.9280,4,NY
-74.0865,40.6163,4,NY
-73.5530,40.6692,4,NY
-73.9940,40.9035,4,NY
-73.8775,40.5045,4,NY
-73.6075,40.8587,4,NY
-74.1228,40.7357,4,NY
-73.6327,40.5624,4,NY
-73.8399,40.9415,4,NY
-74.0252,40.5555,4,NY
-73.5440,40.7454,4,NY
-74.0686,40.8518,4,NY
-73.7763,40.5044,4,NY
-73.6822,40.9106,4,NY
-74.1141,40.6591,4,NY
-73.5708,40.6234,4,NY
-73.9400,40.9281,4,NY
-73.9393,40.5140,2,NY
-73.5704,40.8200,4,NY
-74.1157,40.7832,4,NY
-73.6804,40.5309,1,NY
-73.7766,40.9403,1,NY
-74.0708,40.5888,1,NY
-73.5401,40.6975,1,NY
-74.0287,40.8892,0,NY
-73.8391,40.4973,0,NY
-73.6294,40.8837,0,NY
-74.1290,40.7060,2,NY
-73.6017,40.5812,1,NY
-73.8795,40.9435,0,NY
-73.9977,40.5337,0,NY
-73.5448,40.7756,0,NY
-74.0949,40.8291,0,NY
-73.7366,40.5077,0,NY
-73.7144,40.9285,1,NY
-74.1062,40.6293,0,NY
-73.5501,40.6494,0,NY
-73.9784,40.9196,0,NY
-73.9034,40.5006,0,NY
-73.5850,40.8483,0,NY
-74.1302,40.7548,0,NY
-73.6444,40.5445,0,NY
-73.8153,40.9487,0,NY
-74.0498,40.5628,0,NY
-73.5324,40.7274,0,NY
-74.0611,40.8710,0,NY
-73.7990,40.4941,0,NY
-73.6562,40.9066,0,NY
-74.1296,40.6753,0,NY
-73.5738,40.6035,0,NY
-73.9199,40.9413,0,NY
-73.9659,40.5146,0,NY
-73.5513,40.8060,0,NY
-74.1173,40.8034,0,NY
-73.6972,40.5153,0,NY
-73.7502,40.9432,1,NY
-74.0928,40.6002,0,NY
-73.5340,40.6778,0,NY
-74.0156,40.9069,1,NY
-73.8645,40.4910,1,NY
-73.6051,40.8754,1,NY
-74.1395,40.7246,0,NY
-73.6106,40.5620,1,NY
-73.8559,40.9531,0,NY
-74.0237,40.5388,1,NY
-73.5302,40.7585,0,NY
-74.0905,40.8492,2,NY
-73.7578,40.4952,1,NY
-73.6876,40.9269,0,NY
-74.1245,40.6443,0,NY
-73.5499,40.6290,2,NY
-73.9603,40.9347,0,NY
-73.9302,40.4988,0,NY
-73.5635,40.8360,2,NY
-74.1350,40.7750,0,NY
-73.6588,40.5272,1,NY
-73.7892,40.9540,4,NY
-74.0738,40.5722,4,NY
-73.5231,40.7082,4,NY
-74.0508,40.8900,0,NY
-73.8235,40.4854,1,NY
-73.6303,40.9005,1,NY
-74.1432,40.6931,2,NY
-73.5797,40.5834,2,NY
-73.8977,40.9531,1,NY
-73.9928,40.5173,0,NY
-73.5339,40.7902,1,NY
-74.1160,40.8240,1,NY
-73.7165,40.5007,1,NY
-73.7230,40.9440,1,NY
-74.1136,40.6136,1,NY
-73.5306,40.6572,1,NY
-73.9999,40.9238,1,NY
-73.8913,40.4866,1,NY
-73.5814,40.8649,1,NY
-74.1475,40.7445,1,NY
-73.6223,40.5433,0,NY
-73.8305,40.9609,0,NY
-74.0494,40.5460,2,NY
-73.5177,40.7400,0,NY
-74.0831,40.8692,0,NY
-73.7812,40.4842,0,NY
-73.6605,40.9231,0,NY
-74.1411,40.6610,0,NY
-73.5526,40.6082,1,NY
-73.9398,40.9487,2,NY
-73.9578,40.4990,1,NY
-73.5434,40.8216,1,NY
-74.1370,40.7959,0,NY
-73.6759,40.5107,4,NY
-73.7619,40.9574,4,NY
-74.0969,40.5837,4,NY
-73.5163,40.6878,4,NY
-74.0377,40.9085,2,NY
-73.8497,40.4785,4,NY
-73.6049,40.8921,1,NY
-74.1545,40.7124,1,NY
-73.5885,40.5634,0,NY
-73.8733,40.9633,0,NY
-74.0199,40.5222,3,NY
-73.5183,40.7727,0,NY
-74.1119,40.8449,0,NY
-73.7382,40.4874,0,NY
-73.6951,40.9427,0,NY
-74.1330,40.6288,0,NY
-73.5299,40.6361,1,NY
-73.9815,40.9397,0,NY
-73.9191,40.4843,2,NY
-73.5588,40.8524,0,NY
-74.1530,40.7653,1,NY
-73.6369,40.5251,0,NY
-73.8035,40.9668,0,NY
-74.0746,40.5554,1,NY
-73.5076,40.7202,1,NY
-74.0729,40.8891,0,NY
-73.8064,40.4748,0,NY
-73.6335,40.9171,4,NY
-74.1557,40.6793,4,NY
-73.5582,40.5872,4,NY
-73.9170,40.9613,4,NY
-73.9858,40.5014,4,NY
-73.5248,40.8055,2,NY
-74.1363,40.8173,2,NY
-73.6956,40.4953,4,NY
-73.7336,40.9587,4,NY
-74.1189,40.5972,4,NY
-73.5121,40.6666,4,NY
-74.0218,40.9263,4,NY
-73.8773,40.4735,4,NY
-73.5800,40.8817,4,NY
-74.1635,40.7328,4,NY
-73.6002,40.5437,3,NY
-73.8472,40.9719,4,NY
-74.0468,40.5293,4,NY
-73.5048,40.7536,4,NY
-74.1049,40.8658,1,NY
-73.7621,40.4756,0,NY
-73.6669,40.9392,0,NY
-74.1507,40.6458,1,NY
-73.5320,40.6145,0,NY
-73.9606,40.9546,1,NY
-73.9477,40.4840,1,NY
-73.5375,40.8379,0,NY
-74.1558,40.7869,1,NY
-73.6541,40.5077,0,NY
-73.7753,40.9708,0,NY
-74.0989,40.5670,4,NY
-73.4999,40.6992,4,NY
-74.0599,40.9085,4,NY
-73.8334,40.4671,2,NY
-73.6068,40.9089,2,NY
-74.1680,40.6990,3,NY
-73.5666,40.5663,4,NY
-73.8921,40.9723,2,NY
-74.0141,40.5060,4,NY
-73.5081,40.7876,4,NY
-74.1327,40.8390,1,NY
-73.7176,40.4811,1,NY
-73.7047,40.9579,1,NY
-74.1395,40.6127,1,NY
-73.5107,40.6446,1,NY
-74.0032,40.9432,1,NY
-73.9061,40.4706,1,NY
-73.5562,40.8691,1,NY
-74.1699,40.7543,1,NY
-73.6146,40.5246,4,NY
-73.8195,40.9786,4,NY
-74.0732,40.5386,4,NY
-73.4936,40.7333,4,NY
-74.0949,40.8866,4,NY
-73.7879,40.4653,4,NY
-73.6388,40.9335,4,NY
-73.6299,42.7000,4,NY
-73.6399,42.7067,4,NY
-73.6282,42.6859,4,NY
-73.6155,42.7137,4,NY
-73.6567,42.6965,2,NY
-73.6042,42.6880,4,NY
-73.6385,42.7236,4,NY
-73.6465,42.6765,4,NY
-73.5937,42.7097,4,NY
-73.6676,42.7114,2,NY
-73.6117,42.6713,2,NY
-73.6164,42.7316,4,NY
-73.6707,42.6826,4,NY
-73.5820,42.6922,4,NY
-73.6592,42.7306,4,NY
-73.6367,42.6616,4,NY
-73.5883,42.7258,4,NY
-73.6859,42.7017,4,NY
-73.5890,42.6701,4,NY
-73.6326,42.7435,4,NY
-73.6689,42.6657,4,NY
-73.5681,42.7061,4,NY
-73.6823,42.7268,4,NY
-73.6156,42.6532,4,NY
-73.5967,42.7425,4,NY
-73.6947,42.6848,4,NY
-73.5669,42.6786,2,NY
-73.6572,42.7479,4,NY
-73.6543,42.6502,4,NY
-73.5650,42.7250,4,NY
-73.7020,42.7140,4,NY
-73.5889,42.6532,4,NY
-73.6169,42.7557,4,NY
-73.6917,42.6648,4,NY
-73.5508,42.6952,2,NY
-73.6846,42.7434,4,NY
-73.6295,42.6400,4,NY
-73.5743,42.7450,2,NY
-73.7134,42.6943,4,NY
-73.5622,42.6622,4,NY
-73.6453,42.7622,4,NY
-73.6763,42.6458,4,NY
-73.5448,42.7171,4,NY
-73.7093,42.7299,4,NY
-73.5985,42.6378,4,NY
-73.5955,42.7621,4,NY
-73.7133,42.6709,4,NY
-74.1373,40.5885,4,NY
-74.1470,40.5953,4,NY
-74.1357,40.5744,4,NY
-74.1234,40.6023,4,NY
-74.1632,40.5850,4,NY
-74.1125,40.5765,4,NY
-74.1457,40.6122,4,NY
-74.1534,40.5650,2,NY
-74.1023,40.5982,4,NY
-74.1738,40.6000,4,NY
-74.1197,40.5599,4,NY
-74.1242,40.6202,4,NY
-74.1768,40.5712,4,NY
-74.0909,40.5808,4,NY
-74.1656,40.6191,4,NY
-74.1439,40.5501,4,NY
-74.0970,40.6143,2,NY
-74.1916,40.5902,4,NY
-74.0977,40.5586,4,NY
-74.1400,40.6321,1,NY
-74.1750,40.5542,1,NY
-74.0775,40.5946,1,NY
-74.1880,40.6153,1,NY
-74.1234,40.5417,1,NY
-74.1052,40.6310,1,NY
-74.2000,40.5733,1,NY
-74.0764,40.5671,1,NY
-74.1637,40.6365,1,NY
-74.1609,40.5387,0,NY
-74.0745,40.6136,0,NY
-74.2070,40.6025,1,NY
-74.0977,40.5417,1,NY
-74.1247,40.6443,0,NY
-74.1971,40.5533,4,NY
-74.0608,40.5837,4,NY
-74.1902,40.6320,4,NY
-74.1369,40.5285,0,NY
-74.0835,40.6336,0,NY
-74.2181,40.5828,2,NY
-74.0718,40.5508,1,NY
-74.1522,40.6507,1,NY
-74.1822,40.5343,4,NY
-74.0550,40.6057,4,NY
-74.2141,40.6185,4,NY
-74.1069,40.5263,4,NY
-74.1040,40.6507,4,NY
-74.2180,40.5595,4,NY
-74.0510,40.5683,4,NY
-74.1834,40.6483,4,NY
-74.1567,40.5201,4,NY
-74.0614,40.6295,4,NY
-74.2306,40.5974,4,NY
-74.0758,40.5336,4,NY
-74.1338,40.6613,4,NY
-74.2052,40.5362,4,NY
-74.0398,40.5923,4,NY
-74.2133,40.6362,4,NY
-74.1236,40.5137,4,NY
-74.0804,40.6512,4,NY
-74.2359,40.5713,4,NY
-74.0486,40.5503,4,NY
-74.1690,40.6628,4,NY
-74.1803,40.5169,4,NY
-74.0411,40.6195,4,NY
-74.2366,40.6152,4,NY
-74.0875,40.5173,4,NY
-74.1105,40.6672,4,NY
-74.2277,40.5439,4,NY
-74.0302,40.5750,4,NY
-74.2047,40.6539,4,NY
-74.1459,40.5051,4,NY
-74.0562,40.6460,4,NY
-74.2490,40.5877,4,NY
-74.0536,40.5314,4,NY
-74.1483,40.6741,4,NY
-74.2058,40.5193,4,NY
-74.0245,40.6045,2,NY
-74.2354,40.6349,4,NY
-74.1060,40.5035,4,NY
-74.0844,40.6678,4,NY
-74.2475,40.5570,4,NY
-74.0273,40.5550,4,NY
-74.1889,40.6702,4,NY
-74.1721,40.5013,4,NY
-74.0335,40.6352,4,NY
-74.2561,40.6074,4,NY
-74.0661,40.5132,2,NY
-74.1227,40.6811,4,NY
-74.2310,40.5274,2,NY
-74.0131,40.5855,4,NY
-74.2267,40.6548,4,NY
-74.1303,40.4933,4,NY
-74.0573,40.6628,2,NY
-74.2630,40.5747,4,NY
-74.0318,40.5339,4,NY
-74.1667,40.6834,4,NY
-74.2004,40.5030,4,NY
-74.0141,40.6194,4,NY
-74.2562,40.6292,4,NY
-74.0855,40.4971,4,NY
-74.0939,40.6829,4,NY
-74.2538,40.5409,4,NY
-74.0084,40.5637,4,NY
-74.2107,40.6733,4,NY
-74.1588,40.4879,4,NY
-74.0314,40.6521,4,NY
-74.2725,40.5960,1,NY
-74.0438,40.5133,1,NY
-74.1393,40.6924,0,NY
-74.2287,40.5105,1,NY
-73.9999,40.5992,1,NY
-74.2486,40.6514,0,NY
-74.1110,40.4846,1,NY
-74.0639,40.6790,1,NY
-74.2725,40.5593,0,NY
-74.0110,40.5405,1,NY
-74.1879,40.6891,0,NY
-74.1897,40.4879,1,NY
-74.0086,40.6360,1,NY
-74.0190,41.1276,1,NY
-74.0288,41.1344,1,NY
-74.0174,41.1135,0,NY
-74.0050,41.1414,1,NY
-74.0452,41.1241,1,NY
-73.9940,41.1156,1,NY
-74.0275,41.1513,1,NY
-74.0352,41.1041,1,NY
-73.9838,41.1373,1,NY
-74.0559,41.1391,1,NY
-74.0012,41.0990,1,NY
-74.0059,41.1593,1,NY
-74.0588,41.1103,1,NY
-73.9723,41.1199,1,NY
-74.0476,41.1582,1,NY
-74.0256,41.0892,1,NY
-73.9784,41.1534,1,NY
-74.0737,41.1293,1,NY
-73.9791,41.0977,1,NY
-74.0217,41.1712,1,NY
-74.0571,41.0933,1,NY
-73.9587,41.1337,1,NY
-74.0702,41.1544,1,NY
-74.0051,41.0808,0,NY
-73.9867,41.1701,0,NY
-74.0823,41.1124,1,NY
-73.9576,41.1062,1,NY
-74.0457,41.1756,1,NY
-74.0428,41.0778,1,NY
-73.9558,41.1527,1,NY
-74.0894,41.1416,1,NY
-73.9791,41.0808,1,NY
-74.0063,41.1834,1,NY
-74.0793,41.0924,1,NY
-73.9419,41.1228,1,NY
-74.0724,41.1711,1,NY
-74.0187,41.0676,1,NY
-73.9648,41.1727,1,NY
-74.1005,41.1219,1,NY
-73.9530,41.0899,0,NY
-74.0341,41.1898,0,NY
-74.0643,41.0734,0,NY
-73.9361,41.1448,0,NY
-74.0965,41.1576,1,NY
-73.9884,41.0654,0,NY
-73.9855,41.1898,0,NY
-74.1004,41.0986,1,NY
-73.9321,41.1074,1,NY
-74.0655,41.1874,1,NY
-74.0386,41.0592,0,NY
-73.9425,41.1686,0,NY
-74.1131,41.1365,0,NY
-73.9570,41.0727,2,NY
-74.0155,41.2004,0,NY
-74.0875,41.0753,0,NY
-73.9207,41.1314,1,NY
-74.0956,41.1753,1,NY
-74.0052,41.0528,1,NY
-73.9617,41.1903,1,NY
-74.1184,41.1104,1,NY
-73.9296,41.0894,0,NY
-74.0510,41.2019,1,NY
-74.0624,41.0560,1,NY
-73.9220,41.1586,1,NY
-74.1192,41.1543,1,NY
-73.9688,41.0564,1,NY
-73.9921,41.2063,1,NY
-74.1102,41.0830,1,NY
-73.9111,41.1141,1,NY
-74.0870,41.1930,1,NY
-74.0277,41.0442,1,NY
-73.9373,41.1851,1,NY
-74.1317,41.1268,1,NY
-75.1497,44.6515,4,NY
-75.1601,44.6582,4,NY
-75.1480,44.6374,4,NY
-75.1349,44.6652,4,NY
-75.1774,44.6480,4,NY
-75.1232,44.6395,4,NY
-75.1586,44.6751,2,NY
-75.1668,44.6280,4,NY
-75.1124,44.6612,4,NY
-75.1887,44.6629,4,NY
-75.1309,44.6228,4,NY
-75.1358,44.6831,4,NY
-75.1918,44.6341,4,NY
-75.1002,44.6437,4,NY
-75.1800,44.6821,4,NY
-75.1567,44.6130,4,NY
-75.1067,44.6772,4,NY
-75.2076,44.6532,4,NY
-75.1074,44.6215,4,NY
-75.1525,44.6950,4,NY
-75.1900,44.6171,2,NY
-75.0859,44.6576,4,NY
-75.2038,44.6782,4,NY
-75.1349,44.6047,4,NY
-75.1155,44.6940,4,NY
-75.2167,44.6363,4,NY
-73.7858,43.0088,1,NY
-73.7959,43.0156,1,NY
-73.7841,42.9947,1,NY
-73.7714,43.0225,1,NY
-73.8127,43.0053,1,NY
-73.7600,42.9968,1,NY
-73.7945,43.0325,1,NY
-73.8025,42.9853,1,NY
-73.7495,43.0185,0,NY
-73.8237,43.0202,2,NY
-73.7675,42.9802,0,NY
-73.7722,43.0404,1,NY
-73.8268,42.9914,1,NY
-73.7376,43.0011,1,NY
-73.8152,43.0394,1,NY
-73.7926,42.9704,1,NY
-73.7440,43.0346,1,NY
-73.8421,43.0105,2,NY
-73.7447,42.9789,1,NY
-73.7885,43.0523,2,NY
-73.8250,42.9745,1,NY
-73.7237,43.0149,2,NY
-73.8384,43.0356,0,NY
-73.7714,42.9620,1,NY
-73.7525,43.0513,1,NY
-73.8509,42.9936,1,NY
-73.7225,42.9874,1,NY
-73.8132,43.0567,1,NY
-73.8103,42.9590,1,NY
-73.7206,43.0339,1,NY
-73.8582,43.0228,1,NY
-73.7446,42.9620,1,NY
-73.7727,43.0646,1,NY
-73.8479,42.9736,1,NY
-73.7063,43.0040,1,NY
-73.8407,43.0522,1,NY
-73.7854,42.9488,1,NY
-73.7299,43.0539,1,NY
-73.8697,43.0031,0,NY
-73.7178,42.9710,0,NY
-73.8013,43.0710,0,NY
-73.8324,42.9546,0,NY
-73.7003,43.0259,0,NY
-73.8656,43.0387,0,NY
-73.7543,42.9466,0,NY
-73.7512,43.0709,0,NY
-73.8696,42.9798,1,NY
-73.6962,42.9886,1,NY
-73.8337,43.0686,0,NY
-73.8059,42.9404,1,NY
-73.7070,43.0498,1,NY
-73.8827,43.0176,0,NY
-73.7219,42.9539,1,NY
-73.7822,43.0816,1,NY
-73.8563,42.9565,1,NY
-73.6845,43.0126,0,NY
-73.8647,43.0565,0,NY
-73.7715,42.9340,0,NY
-73.7267,43.0715,0,NY
-73.8882,42.9916,1,NY
-73.6936,42.9706,1,NY
-73.8187,43.0831,0,NY
-73.8305,42.9372,0,NY
-73.6859,43.0398,0,NY
-73.9462,42.8093,1,NY
-73.9562,42.8160,2,NY
-73.9445,42.7952,0,NY
-73.9318,42.8230,0,NY
-73.9730,42.8058,0,NY
-73.9205,42.7973,0,NY
-73.9548,42.8329,0,NY
-73.9628,42.7858,0,NY
-73.9100,42.8190,0,NY
-73.9840,42.8207,0,NY
-73.9279,42.7806,0,NY
-73.9327,42.8409,0,NY
-73.9870,42.7919,0,NY
-73.8982,42.8015,0,NY
-73.9755,42.8399,0,NY
-73.9530,42.7709,0,NY
-73.9045,42.8351,1,NY
-74.0023,42.8110,0,NY
-73.9052,42.7794,0,NY
-73.9489,42.8528,0,NY
-73.9852,42.7749,1,NY
-73.8843,42.8154,0,NY
-73.9987,42.8361,0,NY
-73.9318,42.7625,0,NY
-73.9130,42.8518,1,NY
-74.0111,42.7941,0,NY
-73.8831,42.7879,2,NY
-73.9735,42.8572,0,NY
-73.9706,42.7595,0,NY
-73.8812,42.8343,1,NY
-74.0184,42.8232,2,NY
-73.9051,42.7625,0,NY
-73.9331,42.8650,0,NY
-74.0081,42.7741,0,NY
-73.8670,42.8045,2,NY
-74.0009,42.8527,0,NY
-73.9458,42.7493,0,NY
-73.8905,42.8543,0,NY
-74.0299,42.8036,0,NY
-73.8784,42.7715,0,NY
-73.9616,42.8715,0,NY
-73.9927,42.7551,1,NY
-73.8610,42.8264,2,NY
-74.4360,42.6425,0,NY
-74.4461,42.6493,0,NY
-74.4343,42.6284,0,NY
-74.4217,42.6563,0,NY
-74.4628,42.6390,0,NY
-74.4104,42.6305,1,NY
-74.4447,42.6662,1,NY
-76.8691,42.3878,4,NY
-76.8791,42.3946,4,NY
-76.8674,42.3737,4,NY
-76.8549,42.4016,4,NY
-76.8958,42.3843,4,NY
-76.8436,42.3758,4,NY
-76.8285,42.8274,2,NY
-76.8386,42.8341,4,NY
-76.8268,42.8133,4,NY
-76.8142,42.8411,4,NY
-76.8554,42.8239,2,NY
-76.8028,42.8154,2,NY
-76.8372,42.8510,4,NY
-76.8451,42.8039,4,NY
-76.7923,42.8371,2,NY
-76.8663,42.8388,2,NY
-77.3203,42.2663,4,NY
-77.3303,42.2730,4,NY
-77.3187,42.2522,2,NY
-77.3061,42.2800,1,NY
-77.3469,42.2628,1,NY
-77.2948,42.2543,1,NY
-77.3289,42.2899,1,NY
-77.3368,42.2428,0,NY
-77.2844,42.2760,0,NY
-77.3578,42.2777,2,NY
-77.3022,42.2376,2,NY
-77.3069,42.2979,4,NY
-77.3608,42.2489,4,NY
-77.2727,42.2585,4,NY
-77.3494,42.2969,4,NY
-77.3271,42.2279,4,NY
-77.2790,42.2921,4,NY
-77.3760,42.2680,0,NY
-77.2797,42.2364,1,NY
-77.3230,42.3098,2,NY
-77.3590,42.2320,0,NY
-77.2590,42.2724,1,NY
-77.3724,42.2931,1,NY
-77.3061,42.2195,1,NY
-77.2874,42.3088,1,NY
-77.3847,42.2511,2,NY
-77.2578,42.2449,0,NY
-77.3474,42.3142,1,NY
-77.3445,42.2165,1,NY
-77.2559,42.2913,1,NY
-77.3919,42.2802,1,NY
-73.1138,40.8219,4,NY
-73.1235,40.8287,4,NY
-73.1121,40.8078,4,NY
-73.0998,40.8357,4,NY
-73.1398,40.8184,4,NY
-73.0888,40.8099,4,NY
-73.1222,40.8456,4,NY
-73.1299,40.7984,4,NY
-73.0787,40.8316,4,NY
-73.1504,40.8334,4,NY
-73.0961,40.7933,4,NY
-73.1007,40.8536,4,NY
-73.1534,40.8046,4,NY
-73.0672,40.8142,4,NY
-73.1422,40.8525,4,NY
-73.1204,40.7835,4,NY
-73.0734,40.8477,4,NY
-73.1682,40.8236,4,NY
-73.0740,40.7920,2,NY
-73.1164,40.8655,4,NY
-73.1516,40.7876,4,NY
-73.0538,40.8280,4,NY
-73.1647,40.8487,4,NY
-73.0999,40.7751,3,NY
-73.0816,40.8644,3,NY
-73.1767,40.8067,4,NY
