lon,lat,d,st
-87.7882,32.3542,4,AL
-87.8240,32.3370,4,AL
-87.7783,32.3285,4,AL
-87.8082,32.3641,4,AL
-87.8151,32.3170,4,AL
-87.7692,32.3502,4,AL
-87.8743,34.1118,4,AL
-87.8832,34.1186,4,AL
-87.8728,34.0977,4,AL
-87.8616,34.1255,4,AL
-87.8981,34.1083,4,AL
-87.8515,34.0998,4,AL
-87.8820,34.1355,4,AL
-87.8890,34.0883,4,AL
-87.8422,34.1215,4,AL
-87.9078,34.1232,4,AL
-87.8581,34.0832,4,AL
-87.8623,34.1434,4,AL
-86.2933,34.3120,4,AL
-86.3022,34.3187,2,AL
-86.2918,34.2979,4,AL
-86.2805,34.3257,4,AL
-86.3171,34.3085,4,AL
-86.2704,34.3000,4,AL
-86.3010,34.3356,4,AL
-86.3080,34.2885,4,AL
-86.2611,34.3217,4,AL
-86.3269,34.3234,4,AL
-86.2771,34.2833,4,AL
-86.2813,34.3436,4,AL
-86.3296,34.2946,4,AL
-86.2506,34.3042,4,AL
-86.3193,34.3426,4,AL
-86.2993,34.2736,4,AL
-86.2562,34.3378,4,AL
-86.3432,34.3137,3,AL
-86.2569,34.2820,4,AL
-86.2957,34.3555,4,AL
-86.3280,34.2776,4,AL
-86.2383,34.3181,4,AL
-86.3399,34.3388,4,AL
-86.2805,34.2652,4,AL
-86.2638,34.3545,4,AL
-86.3509,34.2968,4,AL
-88.1706,30.6840,0,AL
-88.1792,30.6907,0,AL
-88.1692,30.6699,0,AL
-88.1584,30.6977,0,AL
-88.1935,30.6805,0,AL
-88.1487,30.6720,0,AL
-88.1780,30.7076,2,AL
-88.1848,30.6605,1,AL
-88.1397,30.6937,1,AL
-88.2029,30.6954,1,AL
-88.1551,30.6554,1,AL
-88.1591,30.7156,1,AL
-88.2055,30.6666,0,AL
-88.1297,30.6763,0,AL
-88.1957,30.7146,0,AL
-88.1764,30.6456,1,AL
-88.1351,30.7098,1,AL
-88.2185,30.6857,0,AL
-88.1357,30.6541,0,AL
-88.1730,30.7275,0,AL
-88.2040,30.6497,0,AL
-88.1178,30.6901,1,AL
-88.2154,30.7108,1,AL
-88.1584,30.6372,0,AL
-88.1423,30.7265,0,AL
-88.2260,30.6688,0,AL
-88.1168,30.6626,0,AL
-88.1940,30.7319,0,AL
-88.1915,30.6342,1,AL
-88.1152,30.7090,1,AL
-88.2322,30.6980,0,AL
-88.1356,30.6372,0,AL
-88.1595,30.7397,0,AL
-88.2234,30.6488,0,AL
-88.1031,30.6792,1,AL
-88.2174,30.7274,1,AL
-88.1703,30.6240,0,AL
-88.1231,30.7290,2,AL
-88.2420,30.6783,4,AL
-88.1128,30.6462,4,AL
-88.1838,30.7462,4,AL
-88.2103,30.6298,4,AL
-88.0980,30.7011,1,AL
-88.2385,30.7139,0,AL
-88.1438,30.6218,0,AL
-88.1412,30.7461,1,AL
-88.2419,30.6549,1,AL
-88.0945,30.6638,1,AL
-88.2114,30.7438,3,AL
-88.1877,30.6156,4,AL
-88.1036,30.7249,4,AL
-88.2530,30.6928,4,AL
-88.1163,30.6291,4,AL
-88.1676,30.7567,4,AL
-88.2306,30.6317,4,AL
-88.0845,30.6878,4,AL
-88.2377,30.7317,4,AL
-88.1585,30.6092,4,AL
-88.1204,30.7467,4,AL
-88.2577,30.6668,4,AL
-88.0923,30.6458,4,AL
-88.1987,30.7583,4,AL
-88.2086,30.6124,4,AL
-88.0857,30.7150,1,AL
-88.2583,30.7107,1,AL
-88.1266,30.6128,0,AL
-88.1470,30.7627,0,AL
-88.2504,30.6394,0,AL
-88.0761,30.6704,2,AL
-88.2302,30.7494,2,AL
-88.1782,30.6006,0,AL
-88.0990,30.7415,0,AL
-88.2693,30.6832,0,AL
-88.0967,30.6269,0,AL
-88.1804,30.7696,2,AL
-88.2311,30.6148,2,AL
-88.0710,30.7000,1,AL
-88.2573,30.7304,0,AL
-88.1430,30.5989,1,AL
-88.1239,30.7633,1,AL
-88.2680,30.6525,1,AL
-88.0735,30.6505,1,AL
-88.2162,30.7656,1,AL
-88.2014,30.5968,0,AL
-88.0790,30.7307,2,AL
-88.2756,30.7029,2,AL
-88.1078,30.6087,0,AL
-88.1577,30.7766,0,AL
-88.2534,30.6228,1,AL
-88.0610,30.6810,1,AL
-88.2496,30.7503,0,AL
-88.1644,30.5887,0,AL
-88.1000,30.7582,1,AL
-88.2816,30.6702,0,AL
-88.0775,30.6294,0,AL
-88.1966,30.7789,2,AL
-88.2263,30.5985,0,AL
-88.0619,30.7148,0,AL
-88.2756,30.7246,0,AL
-88.1249,30.5926,0,AL
-88.1324,30.7784,0,AL
-88.2735,30.6364,1,AL
-88.0568,30.6592,1,AL
-88.2354,30.7688,1,AL
-88.1896,30.5833,1,AL
-88.0771,30.7475,1,AL
-88.2900,30.6915,1,AL
-88.0881,30.6087,1,AL
-88.1724,30.7879,0,AL
-88.2513,30.6060,0,AL
-88.0493,30.6947,0,AL
-88.2689,30.7469,0,AL
-88.1474,30.5801,0,AL
-88.1058,30.7745,0,AL
-88.2900,30.6548,0,AL
-88.0591,30.6360,1,AL
-88.2153,30.7846,1,AL
-88.2169,30.5834,0,AL
-88.0570,30.7315,0,AL
-88.2922,30.7151,0,AL
-88.1052,30.5900,1,AL
-88.1450,30.7918,0,AL
-88.2746,30.6192,1,AL
-88.0425,30.6714,1,AL
-88.2555,30.7681,0,AL
-88.1741,30.5722,0,AL
-88.0799,30.7647,0,AL
-88.3014,30.6771,0,AL
-88.0684,30.6128,0,AL
-88.1902,30.7963,0,AL
-88.2448,30.5895,0,AL
-88.0412,30.7107,0,AL
-87.3609,31.5056,4,AL
-87.3695,31.5124,1,AL
-87.3594,31.4915,1,AL
-87.3485,31.5194,1,AL
-87.3840,31.5021,1,AL
-87.3388,31.4936,1,AL
-87.3684,31.5293,0,AL
-87.3752,31.4821,2,AL
-86.2438,32.3462,4,AL
-86.2525,32.3529,4,AL
-86.2423,32.3321,4,AL
-86.2313,32.3599,4,AL
-86.2671,32.3427,4,AL
-86.2215,32.3342,4,AL
-86.2513,32.3698,4,AL
-86.2582,32.3227,4,AL
-86.2123,32.3559,4,AL
-86.2766,32.3576,4,AL
-86.2279,32.3175,4,AL
-86.2320,32.3778,4,AL
-86.2793,32.3288,4,AL
-86.2021,32.3384,4,AL
-86.2693,32.3768,4,AL
-86.2497,32.3078,4,AL
-86.2076,32.3720,4,AL
-86.2926,32.3479,4,AL
-86.2082,32.3162,4,AL
-86.2462,32.3897,4,AL
-86.2777,32.3118,4,AL
-86.1900,32.3523,4,AL
-86.2894,32.3730,4,AL
-86.2313,32.2994,4,AL
-86.2150,32.3887,2,AL
-86.3002,32.3310,4,AL
-86.1890,32.3248,4,AL
-86.2675,32.3941,4,AL
-86.2650,32.2964,0,AL
-86.1874,32.3712,0,AL
-86.3065,32.3601,0,AL
-86.2082,32.2993,1,AL
-86.2325,32.4019,0,AL
-86.2976,32.3110,0,AL
-86.1750,32.3414,0,AL
-86.2914,32.3896,0,AL
-86.2435,32.2862,1,AL
-86.1954,32.3912,0,AL
-86.3165,32.3405,0,AL
-86.1849,32.3084,0,AL
-86.2572,32.4084,0,AL
-86.2842,32.2920,0,AL
-86.1698,32.3633,0,AL
-86.3129,32.3761,1,AL
-86.2165,32.2840,1,AL
-86.2139,32.4083,1,AL
-86.3163,32.3171,0,AL
-86.1663,32.3260,0,AL
-86.2853,32.4059,1,AL
-86.2612,32.2777,2,AL
-86.1756,32.3871,1,AL
-86.3277,32.3550,1,AL
-86.1885,32.2913,1,AL
-86.2407,32.4189,1,AL
-86.3049,32.2938,1,AL
-86.1561,32.3500,1,AL
-86.3121,32.3938,1,AL
-86.2314,32.2714,1,AL
-86.1927,32.4089,1,AL
-86.3324,32.3290,0,AL
-86.1640,32.3080,0,AL
-86.2723,32.4205,0,AL
-86.2825,32.2745,1,AL
-86.1573,32.3772,1,AL
-86.3331,32.3729,0,AL
-86.1990,32.2750,2,AL
-86.2197,32.4248,2,AL
-86.9308,34.5143,0,AL
-86.9397,34.5210,1,AL
-86.9293,34.5002,0,AL
-86.9180,34.5280,1,AL
-86.9547,34.5108,0,AL
-86.9079,34.5023,0,AL
-86.9385,34.5379,4,AL
-86.9456,34.4908,4,AL
-86.8985,34.5240,4,AL
-86.9644,34.5257,4,AL
-86.9145,34.4856,4,AL
-86.9187,34.5459,4,AL
-86.9672,34.4969,2,AL
-86.8880,34.5065,4,AL
-86.9569,34.5449,4,AL
-86.9368,34.4758,4,AL
-86.8937,34.5400,4,AL
-86.9808,34.5160,4,AL
-86.8943,34.4843,4,AL
-86.9332,34.5578,4,AL
-86.9656,34.4799,4,AL
-86.8757,34.5204,4,AL
-86.9775,34.5410,4,AL
-86.9180,34.4675,4,AL
-86.9012,34.5568,1,AL
-86.9886,34.4991,0,AL
-86.8746,34.4929,1,AL
-86.9551,34.5622,2,AL
-86.9525,34.4645,2,AL
-86.8729,34.5393,1,AL
-86.9951,34.5282,4,AL
-87.3692,32.5811,2,AL
-87.3780,32.5878,0,AL
-87.3678,32.5670,0,AL
-87.3567,32.5948,0,AL
-88.0665,33.2930,4,AL
-88.0753,33.2997,4,AL
-88.0650,33.2789,4,AL
-88.0539,33.3067,4,AL
-88.0900,33.2895,4,AL
-88.0439,33.2810,2,AL
-88.0741,33.3166,4,AL
-85.9486,31.7873,1,AL
-85.9573,31.7940,1,AL
-85.9472,31.7732,1,AL
-85.9362,31.8010,0,AL
-85.9718,31.7838,0,AL
-85.9265,31.7753,4,AL
-85.9561,31.8109,2,AL
-85.9630,31.7638,4,AL
-85.9174,31.7970,4,AL
-85.9813,31.7987,4,AL
-85.9329,31.7586,4,AL
-85.4273,33.2576,4,AL
-85.4361,33.2644,4,AL
-85.4258,33.2435,4,AL
-85.4147,33.2714,4,AL
-85.4508,33.2541,4,AL
-85.4047,33.2456,4,AL
-85.4349,33.2813,4,AL
-85.0628,32.4220,0,AL
-85.0716,32.4287,2,AL
-85.0614,32.4079,1,AL
-85.0504,32.4357,1,AL
-85.0862,32.4185,2,AL
-85.0405,32.4100,1,AL
-85.0704,32.4456,0,AL
-85.0773,32.3985,0,AL
-85.0314,32.4317,2,AL
-85.0957,32.4334,0,AL
-85.0470,32.3933,1,AL
-85.0511,32.4536,1,AL
-85.0983,32.4046,0,AL
-85.0211,32.4142,0,AL
-85.0883,32.4526,0,AL
-85.0687,32.3836,2,AL
-85.0266,32.4477,0,AL
-85.1116,32.4237,1,AL
-86.3691,33.6606,1,AL
-86.3780,33.6674,1,AL
-86.3676,33.6465,1,AL
-86.3564,33.6744,1,AL
-86.3928,33.6571,1,AL
-86.3464,33.6486,0,AL
-86.3767,33.6843,0,AL
-86.3838,33.6371,1,AL
-86.3372,33.6703,0,AL
-86.4024,33.6721,0,AL
-86.3530,33.6320,1,AL
-86.3572,33.6923,1,AL
-86.4051,33.6433,2,AL
-86.3268,33.6529,0,AL
-86.3950,33.6912,0,AL
-86.3751,33.6222,0,AL
-86.3324,33.6864,2,AL
-86.4186,33.6623,1,AL
-86.3330,33.6307,0,AL
-86.3715,33.7042,0,AL
-86.4035,33.6263,0,AL
-86.3145,33.6667,0,AL
-86.4154,33.6874,0,AL
-86.3565,33.6138,0,AL
-86.7380,33.2907,4,AL
-86.7468,33.2975,2,AL
-86.7365,33.2766,4,AL
-86.7254,33.3045,4,AL
-86.7615,33.2872,4,AL
-86.7154,33.2787,4,AL
-86.7456,33.3144,4,AL
-86.7526,33.2672,4,AL
-86.7062,33.3004,4,AL
-86.7712,33.3022,4,AL
-86.7219,33.2621,4,AL
-86.7261,33.3224,1,AL
-86.7738,33.2733,1,AL
-86.6959,33.2830,1,AL
-86.7637,33.3213,1,AL
-86.7439,33.2523,1,AL
-86.7014,33.3165,1,AL
-86.7873,33.2924,1,AL
-86.7020,33.2608,2,AL
-86.7404,33.3343,1,AL
-86.7723,33.2564,1,AL
-86.6836,33.2968,1,AL
-86.7840,33.3175,0,AL
-86.7254,33.2439,0,AL
-86.7088,33.3332,1,AL
-86.7950,33.2755,1,AL
-86.6826,33.2693,1,AL
-86.7620,33.3387,1,AL
-86.7594,33.2409,1,AL
-86.6810,33.3158,0,AL
-86.8013,33.3047,4,AL
-86.7020,33.2439,4,AL
-86.7265,33.3465,4,AL
-86.7923,33.2555,4,AL
-86.6685,33.2859,2,AL
-86.7860,33.3341,4,AL
-86.7376,33.2307,4,AL
-86.6891,33.3358,4,AL
-86.8114,33.2850,4,AL
-86.6785,33.2530,4,AL
-86.7515,33.3529,4,AL
-86.7788,33.2365,4,AL
-86.6632,33.3078,4,AL
-86.8078,33.3207,4,AL
-86.7104,33.2285,2,AL
-86.7077,33.3529,4,AL
-86.8113,33.2617,4,AL
-86.6596,33.2705,4,AL
-86.7799,33.3505,4,AL
-86.7556,33.2223,4,AL
-86.6690,33.3317,4,AL
-86.8228,33.2996,4,AL
-86.6821,33.2358,4,AL
-88.2326,32.5744,1,AL
-88.2414,32.5812,1,AL
-88.2312,32.5603,0,AL
-88.2201,32.5882,0,AL
-88.2560,32.5709,0,AL
-88.2103,32.5624,0,AL
-86.1692,33.3721,1,AL
-86.1781,33.3788,1,AL
-86.1678,33.3580,1,AL
-86.1566,33.3858,2,AL
-86.1928,33.3686,1,AL
-86.1466,33.3601,1,AL
-86.1769,33.3957,1,AL
-86.1838,33.3486,0,AL
-86.1374,33.3818,4,AL
-86.2024,33.3835,4,AL
-86.1532,33.3434,4,AL
-86.1574,33.4037,2,AL
-86.2051,33.3547,4,AL
-86.1271,33.3643,4,AL
-86.1950,33.4027,4,AL
-86.1752,33.3337,4,AL
-86.1326,33.3979,4,AL
-86.2186,33.3738,4,AL
-86.1332,33.3422,4,AL
-86.1716,33.4156,4,AL
-86.2035,33.3377,4,AL
-86.1149,33.3782,4,AL
-86.2153,33.3989,4,AL
-86.1566,33.3253,4,AL
-85.8645,32.8531,4,AL
-85.8733,32.8598,2,AL
-85.8630,32.8390,4,AL
-85.8520,32.8668,4,AL
-85.8879,32.8496,4,AL
-85.8420,32.8411,4,AL
-85.8721,32.8767,2,AL
-85.8790,32.8296,4,AL
-85.8329,32.8628,1,AL
-85.8975,32.8645,0,AL
-85.8485,32.8244,1,AL
-85.8527,32.8847,0,AL
-87.5202,33.2142,4,AL
-87.5290,33.2209,4,AL
-87.5188,33.2001,4,AL
-87.5076,33.2279,4,AL
-87.5438,33.2107,4,AL
-87.4977,33.2022,4,AL
-87.5278,33.2378,4,AL
-87.5348,33.1907,4,AL
-87.4885,33.2239,4,AL
-87.5534,33.2256,4,AL
-87.5042,33.1855,4,AL
-87.5084,33.2458,4,AL
-87.5561,33.1968,4,AL
-87.4781,33.2064,4,AL
-87.5460,33.2448,4,AL
-87.5262,33.1757,4,AL
-87.4837,33.2399,4,AL
-87.5695,33.2159,4,AL
-87.4843,33.1842,4,AL
-87.5226,33.2577,4,AL
-87.5545,33.1798,4,AL
-87.4659,33.2203,4,AL
-87.5662,33.2409,4,AL
-87.5076,33.1674,4,AL
-87.4911,33.2567,4,AL
-87.5772,33.1990,4,AL
-87.4649,33.1928,4,AL
-87.5442,33.2621,4,AL
-87.5416,33.1644,4,AL
-87.4633,33.2392,4,AL
-87.5835,33.2281,4,AL
-87.4842,33.1673,4,AL
-87.5088,33.2699,4,AL
-87.5745,33.1790,4,AL
-87.4508,33.2093,4,AL
-87.5682,33.2576,4,AL
-87.5199,33.1542,4,AL
-87.4714,33.2592,2,AL
-87.5936,33.2085,4,AL
-87.4608,33.1764,4,AL
-87.5338,33.2764,4,AL
-87.5610,33.1600,4,AL
-87.4455,33.2313,4,AL
-87.5900,33.2441,4,AL
-87.4927,33.1520,4,AL
-87.4900,33.2763,0,AL
-87.5935,33.1851,0,AL
-87.4419,33.1940,0,AL
-87.5621,33.2739,1,AL
-87.5378,33.1457,1,AL
-87.4513,33.2551,2,AL
-87.6049,33.2230,1,AL
-87.4644,33.1592,0,AL
-87.2539,33.8349,1,AL
-87.2628,33.8416,1,AL
-87.2524,33.8208,1,AL
-87.2412,33.8486,1,AL
-87.2776,33.8314,1,AL
-87.2312,33.8229,1,AL
-87.2616,33.8585,1,AL
-87.2686,33.8114,0,AL
-87.2219,33.8446,0,AL
-87.2873,33.8463,0,AL
-87.2378,33.8062,0,AL
-87.2420,33.8665,0,AL
-87.2900,33.8175,0,AL
-87.2115,33.8271,0,AL
-87.2798,33.8655,1,AL
-87.2599,33.7964,0,AL
-87.2171,33.8606,0,AL
-87.3035,33.8366,0,AL
-87.2177,33.8049,0,AL
-87.2563,33.8784,0,AL
-88.1861,31.4104,4,AL
-88.1948,31.4171,4,AL
-88.1847,31.3963,2,AL
-88.1738,31.4241,4,AL
-88.2092,31.4069,4,AL
-88.1640,31.3984,4,AL
-87.3804,31.9998,4,AL
-87.3891,32.0065,4,AL
-87.3789,31.9857,4,AL
-87.3680,32.0135,4,AL
-87.4036,31.9963,4,AL
-87.3582,31.9878,4,AL
-87.4157,34.1638,4,AL
-87.4246,34.1706,4,AL
-87.4142,34.1497,4,AL
-87.4030,34.1776,4,AL
-87.4395,34.1603,4,AL
-87.3929,34.1518,4,AL
-87.4234,34.1875,4,AL
-87.4304,34.1403,4,AL
-162.9015,54.8602,4,AK
-162.9143,54.8669,2,AK
-168.2929,54.0236,4,AK
-168.3054,54.0303,4,AK
-168.2908,54.0095,4,AK
-149.7932,61.1922,1,AK
-149.8085,61.1990,1,AK
-149.7906,61.1781,1,AK
-149.7713,61.2060,1,AK
-149.8341,61.1887,1,AK
-149.7540,61.1802,4,AK
-149.8064,61.2159,4,AK
-149.8185,61.1688,4,AK
-149.7380,61.2019,4,AK
-149.8507,61.2037,4,AK
-149.7654,61.1636,4,AK
-149.7726,61.2239,4,AK
-149.8554,61.1749,2,AK
-149.7201,61.1845,4,AK
-149.8378,61.2228,4,AK
-149.8035,61.1538,4,AK
-149.7297,61.2180,4,AK
-149.8787,61.1939,4,AK
-149.7308,61.1623,4,AK
-149.7974,61.2358,4,AK
-149.8526,61.1579,4,AK
-149.6989,61.1983,3,AK
-149.8731,61.2190,4,AK
-149.7713,61.1454,4,AK
-149.7426,61.2347,4,AK
-149.8920,61.1770,4,AK
-149.6971,61.1708,4,AK
-149.8348,61.2402,4,AK
-149.8303,61.1424,4,AK
-149.6943,61.2173,4,AK
-149.9031,61.2062,4,AK
-149.7307,61.1454,4,AK
-149.7733,61.2480,2,AK
-149.8874,61.1571,4,AK
-149.6726,61.1874,4,AK
-149.8766,61.2357,4,AK
-149.7926,61.1322,4,AK
-149.7084,61.2373,4,AK
-149.9206,61.1865,4,AK
-149.6899,61.1545,4,AK
-149.8167,61.2545,4,AK
-149.8640,61.1380,4,AK
-149.6635,61.2094,4,AK
-149.9143,61.2222,0,AK
-149.7453,61.1300,0,AK
-149.7407,61.2544,0,AK
-149.9204,61.1632,2,AK
-149.6572,61.1720,1,AK
-149.8659,61.2520,1,AK
-149.8237,61.1238,1,AK
-149.6736,61.2332,2,AK
-149.9402,61.2011,1,AK
-149.6962,61.1373,1,AK
-149.7877,61.2650,1,AK
-149.9002,61.1399,1,AK
-149.6395,61.1960,1,AK
-149.9129,61.2399,1,AK
-149.7715,61.1175,0,AK
-149.7036,61.2550,0,AK
-162.1513,60.6799,4,AK
-162.1663,60.6867,4,AK
-162.1487,60.6659,4,AK
-162.1297,60.6937,4,AK
-156.8340,58.7355,4,AK
-156.8483,58.7422,4,AK
-149.0329,63.8828,4,AK
-149.0497,63.8896,4,AK
-158.7185,59.1363,4,AK
-158.7328,59.1430,4,AK
-158.7161,59.1222,4,AK
-147.6240,64.8316,1,AK
-147.6414,64.8383,0,AK
-147.6211,64.8175,0,AK
-147.5992,64.8453,1,AK
-147.6703,64.8281,2,AK
-147.5797,64.8196,1,AK
-147.6390,64.8552,0,AK
-147.6527,64.8081,1,AK
-147.5615,64.8413,1,AK
-147.6892,64.8430,1,AK
-147.5925,64.8029,1,AK
-147.6007,64.8632,0,AK
-147.6945,64.8142,0,AK
-147.5412,64.8238,0,AK
-147.6746,64.8622,0,AK
-147.6357,64.7931,2,AK
-147.5521,64.8573,1,AK
-147.7209,64.8333,0,AK
-147.5533,64.8016,2,AK
-147.6288,64.8751,0,AK
-147.6914,64.7972,0,AK
-135.5599,59.2641,4,AK
-135.5743,59.2709,4,AK
-135.3842,58.0783,4,AK
-135.3981,58.0850,4,AK
-134.5306,58.3585,4,AK
-134.5447,58.3653,2,AK
-134.5282,58.3444,4,AK
-134.5105,58.3723,4,AK
-134.5681,58.3550,4,AK
-134.4946,58.3465,4,AK
-151.0645,60.2926,4,AK
-151.0794,60.2993,4,AK
-151.0620,60.2785,4,AK
-151.0432,60.3063,4,AK
-151.1042,60.2891,4,AK
-151.0264,60.2806,4,AK
-151.0773,60.3162,4,AK
-151.0891,60.2691,4,AK
-151.0109,60.3023,4,AK
-151.1204,60.3040,4,AK
-151.0374,60.2640,4,AK
-151.0444,60.3242,4,AK
-151.1250,60.2752,2,AK
-150.9934,60.2849,4,AK
-131.6785,55.3679,4,AK
-131.6915,55.3746,4,AK
-131.6764,55.3538,4,AK
-131.6600,55.3816,4,AK
-131.7132,55.3644,4,AK
-131.6453,55.3559,4,AK
-152.4609,57.7791,4,AK
-152.4747,57.7859,4,AK
-152.4586,57.7650,4,AK
-152.4411,57.7929,4,AK
-152.4978,57.7757,4,AK
-152.4255,57.7671,4,AK
-156.3717,58.5574,4,AK
-156.3858,58.5641,4,AK
-149.4220,61.6113,0,AK
-149.4375,61.6180,0,AK
-149.4194,61.5972,0,AK
-149.3998,61.6250,0,AK
-149.4634,61.6078,2,AK
-149.3823,61.5993,0,AK
-149.4353,61.6349,1,AK
-149.4476,61.5878,0,AK
-149.3661,61.6210,1,AK
-149.4803,61.6227,1,AK
-149.3938,61.5826,1,AK
-149.4011,61.6429,0,AK
-149.4850,61.5939,2,AK
-149.3479,61.6035,2,AK
-149.4672,61.6419,1,AK
-149.4324,61.5729,2,AK
-149.3576,61.6371,1,AK
-149.5086,61.6130,1,AK
-149.3587,61.5814,1,AK
-149.4262,61.6548,1,AK
-149.4822,61.5769,1,AK
-149.3264,61.6174,2,AK
-149.5029,61.6381,1,AK
-149.3998,61.5645,1,AK
-165.2955,64.4570,2,AK
-165.3126,64.4638,4,AK
-165.2926,64.4429,4,AK
-154.8621,70.5228,4,AK
-154.8842,70.5295,2,AK
-154.8584,70.5087,4,AK
-161.6382,66.9437,4,AK
-161.6570,66.9505,4,AK
-161.6350,66.9296,4,AK
-133.1150,56.8127,4,AK
-133.1285,56.8195,4,AK
-132.5608,55.4482,4,AK
-132.5738,55.4549,4,AK
-132.5587,55.4341,4,AK
-132.5423,55.4619,4,AK
-135.3372,57.0627,4,AK
-135.3507,57.0695,4,AK
-135.3349,57.0487,4,AK
-135.3115,59.4645,4,AK
-135.3260,59.4713,4,AK
-144.6870,63.8562,2,AK
-144.7038,63.8629,2,AK
-144.6842,63.8421,4,AK
-132.3108,56.3858,4,AK
-132.3242,56.3926,4,AK
-139.7249,59.5480,2,AK
-139.7394,59.5547,4,AK
-152.5504,65.0103,4,AK
-152.5679,65.0170,4,AK
-152.5475,64.9962,2,AK
-152.5255,65.0240,2,AK
-152.5970,65.0068,4,AK
-109.4148,35.5777,4,AZ
-109.4239,35.5844,4,AZ
-109.4133,35.5636,4,AZ
-109.4019,35.5914,4,AZ
-109.4391,35.5742,4,AZ
-109.3916,35.5657,4,AZ
-109.4227,35.6013,4,AZ
-109.4298,35.5542,4,AZ
-109.3822,35.5874,4,AZ
-109.4489,35.5891,2,AZ
-109.3984,35.5490,4,AZ
-109.4026,35.6093,4,AZ
-109.4517,35.5603,4,AZ
-109.3715,35.5699,4,AZ
-109.4413,35.6083,4,AZ
-109.4210,35.5393,4,AZ
-109.3772,35.6035,4,AZ
-109.4655,35.5794,4,AZ
-110.0631,31.6074,1,AZ
-110.0717,31.6141,1,AZ
-110.0616,31.5933,1,AZ
-110.0507,31.6211,1,AZ
-110.0862,31.6039,1,AZ
-110.0409,31.5954,1,AZ
-110.0705,31.6310,1,AZ
-110.0774,31.5839,1,AZ
-110.0319,31.6171,1,AZ
-110.0956,31.6188,1,AZ
-110.0473,31.5787,0,AZ
-110.0514,31.6390,0,AZ
-110.0982,31.5900,0,AZ
-110.0217,31.5996,0,AZ
-110.0883,31.6380,1,AZ
-110.0689,31.5689,0,AZ
-110.0271,31.6331,0,AZ
-110.1114,31.6091,0,AZ
-110.0277,31.5774,0,AZ
-110.0654,31.6509,0,AZ
-110.0967,31.5730,0,AZ
-110.0097,31.6135,0,AZ
-110.1083,31.6341,0,AZ
-110.0507,31.5606,1,AZ
-110.0345,31.6499,1,AZ
-110.1190,31.5922,1,AZ
-110.0087,31.5860,1,AZ
-110.0866,31.6553,1,AZ
-110.0841,31.5576,0,AZ
-110.0071,31.6324,0,AZ
-110.1252,31.6213,1,AZ
-110.0277,31.5605,1,AZ
-110.0518,31.6631,0,AZ
-110.1164,31.5722,1,AZ
-109.9948,31.6025,0,AZ
-110.1102,31.6508,1,AZ
-110.0627,31.5474,1,AZ
-111.5901,35.5144,1,AZ
-111.5991,35.5212,1,AZ
-111.5885,35.5003,2,AZ
-111.5771,35.5282,1,AZ
-111.6143,35.5109,1,AZ
-111.5669,35.5024,0,AZ
-111.5979,35.5381,1,AZ
-111.6050,35.4909,1,AZ
-111.5574,35.5241,1,AZ
-111.6241,35.5259,0,AZ
-111.5736,35.4858,1,AZ
-111.5779,35.5461,0,AZ
-111.6269,35.4971,0,AZ
-111.5468,35.5067,1,AZ
-111.6165,35.5450,0,AZ
-111.5962,35.4760,1,AZ
-111.5525,35.5402,0,AZ
-111.6407,35.5161,1,AZ
-111.5531,35.4845,1,AZ
-111.5925,35.5580,1,AZ
-111.6253,35.4801,2,AZ
-111.5343,35.5205,0,AZ
-111.6374,35.5412,2,AZ
-111.5771,35.4676,0,AZ
-111.5601,35.5569,0,AZ
-111.6486,35.4992,0,AZ
-111.5332,35.4930,1,AZ
-111.6147,35.5624,2,AZ
-111.6121,35.4646,0,AZ
-111.5315,35.5395,1,AZ
-111.6551,35.5284,2,AZ
-111.5531,35.4676,2,AZ
-111.5783,35.5702,2,AZ
-111.6459,35.4793,1,AZ
-111.5187,35.5096,1,AZ
-111.6394,35.5579,1,AZ
-111.0075,33.8236,4,AZ
-111.0164,33.8303,4,AZ
-111.0060,33.8095,4,AZ
-110.9948,33.8373,4,AZ
-111.0312,33.8201,4,AZ
-110.9848,33.8116,4,AZ
-111.0151,33.8472,4,AZ
-111.0222,33.8001,4,AZ
-110.9755,33.8333,4,AZ
-111.0409,33.8350,4,AZ
-110.9914,33.7949,4,AZ
-110.9955,33.8552,4,AZ
-111.0436,33.8062,4,AZ
-110.9651,33.8158,4,AZ
-111.0334,33.8542,4,AZ
-111.0135,33.7852,4,AZ
-109.8122,32.8673,4,AZ
-109.8210,32.8741,4,AZ
-109.8107,32.8532,4,AZ
-109.7996,32.8811,4,AZ
-109.8356,32.8638,4,AZ
-109.7897,32.8553,4,AZ
-109.8198,32.8910,4,AZ
-109.8267,32.8439,4,AZ
-109.7805,32.8770,4,AZ
-109.2487,32.9704,4,AZ
-109.2575,32.9772,4,AZ
-109.2472,32.9563,4,AZ
-109.2362,32.9841,4,AZ
-114.1721,33.9084,4,AZ
-114.1810,33.9151,4,AZ
-114.1707,33.8943,4,AZ
-114.1594,33.9221,4,AZ
-114.1959,33.9049,4,AZ
-114.1494,33.8964,4,AZ
-114.1798,33.9320,4,AZ
-114.1868,33.8849,4,AZ
-114.1401,33.9181,4,AZ
-114.2056,33.9198,4,AZ
-114.1560,33.8797,4,AZ
-114.1602,33.9400,4,AZ
-112.0414,33.4934,1,AZ
-112.0503,33.5002,1,AZ
